amount_inr,payment_method,bank,failure_reason,day_of_month,customer_past_failures,customer_tenure_days,is_salary_window,high_value_txn,repeat_failer,actual_recovered,recovery_score,recommended_action,expected_value_inr,reasoning,retry_date,customer_message
2341.75,Debit Card,ICICI,invalid_cvv,13,2,384,0,0,0,0,0.28597516,REQUEST_UPDATE,664.68,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
661.12,Credit Card,HDFC,invalid_cvv,1,1,239,1,0,0,0,0.28583044,REQUEST_UPDATE,183.97,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
3349.07,Credit Card,Yes Bank,expired_card,25,1,529,0,0,0,0,0.2843149,REQUEST_UPDATE,947.19,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
883.44,Debit Card,Kotak,insufficient_funds,10,1,21,0,0,0,0,0.2842836,RETRY_SCHEDULED,249.15,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
566.51,Debit Card,Yes Bank,insufficient_funds,18,2,12,0,0,0,0,0.28370118,RETRY_SCHEDULED,158.72,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
602.06,Wallet,Yes Bank,invalid_cvv,5,1,245,1,0,0,0,0.28243834,REQUEST_UPDATE,165.04,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
152.9,Credit Card,Kotak,fraud_block,2,1,891,1,0,0,0,0.2821491,SUPPRESS,43.14,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
44.6,Netbanking,Yes Bank,otp_failure,16,2,328,0,0,0,1,0.28129685,SUPPRESS,10.55,Expected recovery value (₹11) too low to justify chasing.,,
270.37,UPI,Axis,insufficient_funds,15,5,543,0,0,1,0,0.28125232,RETRY_SCHEDULED,74.04,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
157.91,Wallet,Yes Bank,insufficient_funds,25,1,361,0,0,0,0,0.28064847,RETRY_SCHEDULED,42.32,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
996.49,Debit Card,PNB,invalid_cvv,26,1,852,0,0,0,0,0.28011936,REQUEST_UPDATE,274.14,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
626.53,Netbanking,Yes Bank,invalid_cvv,20,2,625,0,0,0,1,0.2795533,REQUEST_UPDATE,170.15,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
3392.5,UPI,SBI,insufficient_funds,26,3,28,0,0,1,0,0.2778263,RETRY_SCHEDULED,940.53,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
806.48,Credit Card,SBI,invalid_cvv,6,3,817,0,0,1,0,0.27691963,REQUEST_UPDATE,218.33,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
465.73,Credit Card,Axis,invalid_cvv,8,1,842,0,0,0,1,0.27659824,REQUEST_UPDATE,123.82,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1142.78,Wallet,Axis,invalid_cvv,25,1,766,0,0,0,0,0.2757267,REQUEST_UPDATE,310.09,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1967.69,Wallet,Axis,invalid_cvv,13,1,39,0,0,0,0,0.27524883,REQUEST_UPDATE,536.6,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
2512.25,Debit Card,Kotak,invalid_cvv,21,1,339,0,0,0,0,0.2739289,REQUEST_UPDATE,683.18,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
8369.82,UPI,IDFC,insufficient_funds,12,1,212,0,0,0,1,0.27292025,RETRY_SCHEDULED,2282.29,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
607.71,Credit Card,Yes Bank,fraud_block,28,0,879,1,0,0,0,0.272506,SUPPRESS,165.6,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
1223.09,Netbanking,Yes Bank,invalid_cvv,22,0,348,0,0,0,0,0.2713648,REQUEST_UPDATE,326.9,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
337.57,Wallet,Yes Bank,invalid_cvv,14,0,188,0,0,0,1,0.27099937,REQUEST_UPDATE,86.48,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
806.63,Wallet,Yes Bank,invalid_cvv,28,1,125,1,0,0,0,0.2696839,REQUEST_UPDATE,212.54,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
871.45,UPI,Yes Bank,invalid_cvv,12,0,332,0,0,0,0,0.26890916,REQUEST_UPDATE,229.34,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
560.86,Debit Card,ICICI,insufficient_funds,10,3,219,0,0,1,0,0.2681514,RETRY_SCHEDULED,148.4,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
697.73,Netbanking,SBI,invalid_cvv,24,2,528,0,0,0,0,0.2681061,REQUEST_UPDATE,182.07,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
233.93,Netbanking,Axis,insufficient_funds,23,4,53,0,0,1,0,0.26762846,RETRY_SCHEDULED,60.61,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2449.03,UPI,PNB,insufficient_funds,19,2,14,0,0,0,1,0.26390648,RETRY_SCHEDULED,644.31,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
86.72,Wallet,IDFC,invalid_cvv,11,2,258,0,0,0,0,0.26371458,REQUEST_UPDATE,17.87,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
4018.4,Netbanking,ICICI,insufficient_funds,19,4,756,0,0,1,1,0.2636076,RETRY_SCHEDULED,1057.28,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
699.96,Netbanking,IDFC,insufficient_funds,20,3,151,0,0,1,0,0.26218373,RETRY_SCHEDULED,181.52,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
613.19,Wallet,ICICI,insufficient_funds,27,3,257,0,0,1,0,0.2617649,RETRY_SCHEDULED,158.51,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
605.21,Debit Card,Yes Bank,invalid_cvv,7,0,218,0,0,0,1,0.26019424,REQUEST_UPDATE,152.47,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1711.47,Wallet,Axis,invalid_cvv,21,0,214,0,0,0,0,0.25932842,REQUEST_UPDATE,438.83,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
85.05,Debit Card,HDFC,invalid_cvv,2,1,179,1,0,0,1,0.2576065,REQUEST_UPDATE,16.91,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
235.03,Wallet,Kotak,invalid_cvv,8,1,81,0,0,0,0,0.25740442,REQUEST_UPDATE,55.5,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1402.52,Credit Card,HDFC,insufficient_funds,6,3,580,0,0,1,1,0.254826,RETRY_SCHEDULED,355.4,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
856.37,Wallet,Yes Bank,insufficient_funds,23,3,250,0,0,1,0,0.2508094,RETRY_SCHEDULED,212.79,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
695.16,Netbanking,SBI,invalid_cvv,8,1,14,0,0,0,0,0.24952137,REQUEST_UPDATE,168.46,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1849.16,Netbanking,ICICI,invalid_cvv,28,0,100,1,0,0,0,0.24829859,REQUEST_UPDATE,454.14,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
3654.4,Credit Card,ICICI,invalid_cvv,27,0,789,0,0,0,0,0.24791017,REQUEST_UPDATE,900.96,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
319.17,UPI,Axis,invalid_cvv,18,0,216,0,0,0,0,0.24748614,REQUEST_UPDATE,73.99,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
630.87,Credit Card,SBI,invalid_cvv,15,2,120,0,0,0,1,0.24709243,REQUEST_UPDATE,150.88,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
4106.25,UPI,Axis,expired_card,6,1,462,0,0,0,0,0.24530438,REQUEST_UPDATE,1002.28,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1004.74,Credit Card,HDFC,invalid_cvv,8,1,90,0,0,0,0,0.24420358,REQUEST_UPDATE,240.36,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
7350.06,Credit Card,Yes Bank,insufficient_funds,7,2,444,0,0,0,0,0.24207635,RETRY_SCHEDULED,1777.28,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1787.67,Netbanking,HDFC,invalid_cvv,3,1,331,1,0,0,0,0.24138284,REQUEST_UPDATE,426.51,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1979.98,UPI,SBI,insufficient_funds,17,4,489,0,0,1,0,0.23935233,RETRY_SCHEDULED,471.91,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
6995.99,Wallet,PNB,invalid_cvv,12,1,274,0,0,0,1,0.23837958,REQUEST_UPDATE,1662.7,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
624.29,Credit Card,IDFC,expired_card,2,2,552,1,0,0,0,0.23718615,REQUEST_UPDATE,143.07,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
7208.74,Credit Card,Axis,invalid_cvv,11,1,581,0,0,0,0,0.2364244,REQUEST_UPDATE,1699.32,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1280.4,Netbanking,IDFC,expired_card,10,1,68,0,0,0,1,0.23641613,REQUEST_UPDATE,297.71,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1406.25,Debit Card,HDFC,insufficient_funds,14,3,714,0,0,1,0,0.23522961,RETRY_SCHEDULED,328.79,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2016.34,Credit Card,Yes Bank,invalid_cvv,26,0,429,0,0,0,0,0.23036969,REQUEST_UPDATE,459.5,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
306.06,Credit Card,Axis,expired_card,13,1,593,0,0,0,0,0.228731,REQUEST_UPDATE,65.01,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
282.27,Credit Card,Axis,invalid_cvv,3,3,385,1,0,1,0,0.22708972,REQUEST_UPDATE,59.1,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
446.36,Credit Card,HDFC,insufficient_funds,27,3,325,0,0,1,1,0.22692104,RETRY_SCHEDULED,99.29,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
3235.3,Debit Card,IDFC,invalid_cvv,25,1,542,0,0,0,0,0.22632833,REQUEST_UPDATE,727.24,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1188.35,Netbanking,Kotak,expired_card,22,0,657,0,0,0,0,0.2255319,REQUEST_UPDATE,263.01,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
75.54,UPI,PNB,invalid_cvv,24,2,36,0,0,0,0,0.22447324,SUPPRESS,11.96,Expected recovery value (₹12) too low to justify chasing.,,
1471.74,Netbanking,HDFC,insufficient_funds,23,3,275,0,0,1,0,0.22258162,RETRY_SCHEDULED,325.58,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
363.67,Wallet,Kotak,fraud_block,10,1,462,0,0,0,0,0.22221504,SUPPRESS,80.81,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
245.44,Debit Card,Axis,insufficient_funds,15,3,287,0,0,1,1,0.22154172,RETRY_SCHEDULED,52.38,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
461.0,Netbanking,HDFC,invalid_cvv,21,3,795,0,0,1,0,0.22028069,REQUEST_UPDATE,96.55,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
537.02,Credit Card,SBI,invalid_cvv,26,1,161,0,0,0,0,0.21907437,REQUEST_UPDATE,112.65,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1549.18,Wallet,Axis,invalid_cvv,31,1,116,1,0,0,1,0.21776891,REQUEST_UPDATE,332.36,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
491.8,Credit Card,IDFC,expired_card,22,1,36,0,0,0,0,0.21565397,REQUEST_UPDATE,101.06,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
801.52,Netbanking,IDFC,expired_card,23,1,764,0,0,0,0,0.21448365,REQUEST_UPDATE,166.91,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
525.92,UPI,IDFC,expired_card,8,0,676,0,0,0,0,0.21377139,REQUEST_UPDATE,107.43,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1099.36,Credit Card,ICICI,insufficient_funds,9,3,246,0,0,1,1,0.21349935,RETRY_SCHEDULED,232.71,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1643.77,Netbanking,PNB,invalid_cvv,12,1,98,0,0,0,1,0.21342674,REQUEST_UPDATE,345.82,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
3952.74,Wallet,Yes Bank,invalid_cvv,26,1,604,0,0,0,1,0.20915492,REQUEST_UPDATE,821.74,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
290.58,Credit Card,IDFC,expired_card,11,0,730,0,0,0,0,0.20897901,REQUEST_UPDATE,55.73,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1322.22,Netbanking,ICICI,insufficient_funds,11,3,489,0,0,1,1,0.20756906,RETRY_SCHEDULED,272.45,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
671.01,Wallet,HDFC,insufficient_funds,13,3,233,0,0,1,0,0.20706758,RETRY_SCHEDULED,136.94,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2807.67,Netbanking,PNB,fraud_block,31,0,540,1,0,0,0,0.20563564,SUPPRESS,577.36,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
3334.9,Debit Card,Kotak,invalid_cvv,26,0,648,0,0,0,0,0.20467675,REQUEST_UPDATE,677.58,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1362.35,Credit Card,ICICI,expired_card,9,1,664,0,0,0,1,0.19966482,REQUEST_UPDATE,267.01,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
311.33,UPI,PNB,invalid_cvv,6,3,724,0,0,1,0,0.19837736,REQUEST_UPDATE,56.76,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
450.47,Netbanking,Yes Bank,insufficient_funds,19,4,102,0,0,1,1,0.19834203,RETRY_SCHEDULED,87.35,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
339.13,UPI,PNB,expired_card,8,1,559,0,0,0,0,0.19809553,REQUEST_UPDATE,62.18,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
558.8,Netbanking,HDFC,invalid_cvv,17,0,82,0,0,0,1,0.19796479,REQUEST_UPDATE,105.62,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
172.52,Debit Card,IDFC,invalid_cvv,25,3,485,0,0,1,0,0.19696121,REQUEST_UPDATE,28.98,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1294.11,Debit Card,Axis,invalid_cvv,2,3,876,1,0,1,1,0.19534084,REQUEST_UPDATE,247.79,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1343.12,Wallet,Yes Bank,insufficient_funds,27,3,143,0,0,1,0,0.19357967,RETRY_SCHEDULED,258.0,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
3308.61,Wallet,Yes Bank,fraud_block,20,1,500,0,0,0,0,0.19252762,SUPPRESS,637.0,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
406.72,Debit Card,ICICI,expired_card,14,1,682,0,0,0,0,0.19048427,REQUEST_UPDATE,72.47,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
517.71,Credit Card,ICICI,invalid_cvv,20,0,26,0,0,0,0,0.18938561,REQUEST_UPDATE,93.05,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
5902.4,Netbanking,ICICI,fraud_block,12,3,421,0,0,1,0,0.18774147,SUPPRESS,1108.13,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
577.23,UPI,IDFC,invalid_cvv,1,3,623,1,0,1,1,0.1865656,REQUEST_UPDATE,102.69,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
4822.66,Debit Card,HDFC,invalid_cvv,5,2,122,1,0,0,0,0.18510474,REQUEST_UPDATE,887.7,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
2480.84,UPI,HDFC,invalid_cvv,22,3,538,0,0,1,0,0.18464977,REQUEST_UPDATE,453.09,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
121.41,Netbanking,IDFC,invalid_cvv,26,2,28,0,0,0,1,0.1846011,REQUEST_UPDATE,17.41,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
3434.16,Debit Card,Kotak,expired_card,6,1,216,0,0,0,0,0.18375984,REQUEST_UPDATE,626.06,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
86.62,Debit Card,Axis,invalid_cvv,4,4,560,1,0,1,0,0.18339619,SUPPRESS,10.89,Expected recovery value (₹11) too low to justify chasing.,,
319.11,UPI,Axis,insufficient_funds,8,3,344,0,0,1,0,0.1817727,RETRY_SCHEDULED,56.01,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
4352.46,Wallet,Axis,invalid_cvv,19,1,848,0,0,0,0,0.18124048,REQUEST_UPDATE,783.84,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
714.88,Credit Card,SBI,expired_card,13,2,896,0,0,0,1,0.18076384,REQUEST_UPDATE,124.22,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
100.42,Credit Card,Axis,insufficient_funds,8,3,275,0,0,1,0,0.18068795,RETRY_SCHEDULED,16.14,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
113.27,Wallet,IDFC,invalid_cvv,29,4,692,1,0,1,1,0.17929974,REQUEST_UPDATE,15.31,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
270.04,Netbanking,HDFC,expired_card,22,2,604,0,0,0,1,0.17657416,REQUEST_UPDATE,42.68,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
623.86,Credit Card,HDFC,fraud_block,29,1,548,1,0,0,0,0.17507938,SUPPRESS,109.23,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
2387.87,Netbanking,HDFC,invalid_cvv,9,3,493,0,0,1,0,0.1728503,REQUEST_UPDATE,407.74,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
5748.85,Credit Card,Kotak,fraud_block,6,1,136,0,0,0,0,0.17260048,SUPPRESS,992.25,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
1595.67,Debit Card,Axis,insufficient_funds,19,3,895,0,0,1,0,0.1715509,RETRY_SCHEDULED,271.74,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
512.42,Credit Card,Yes Bank,expired_card,9,1,702,0,0,0,0,0.16949497,REQUEST_UPDATE,81.85,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
249.83,Netbanking,ICICI,expired_card,13,0,495,0,0,0,1,0.16694936,REQUEST_UPDATE,36.71,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1561.67,UPI,Axis,expired_card,11,1,712,0,0,0,0,0.16324902,REQUEST_UPDATE,249.94,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
304.24,Wallet,SBI,expired_card,19,1,668,0,0,0,0,0.16223821,REQUEST_UPDATE,44.36,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
291.7,Debit Card,PNB,invalid_cvv,15,3,69,0,0,1,1,0.16110313,REQUEST_UPDATE,41.99,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1202.17,Debit Card,Kotak,expired_card,12,0,674,0,0,0,0,0.15970697,REQUEST_UPDATE,186.99,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
126.88,Debit Card,Yes Bank,expired_card,9,0,419,0,0,0,0,0.1590045,REQUEST_UPDATE,15.17,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
2686.59,Debit Card,Axis,invalid_cvv,3,3,166,1,0,1,0,0.1580974,REQUEST_UPDATE,419.74,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
86.69,Netbanking,HDFC,invalid_cvv,10,2,185,0,0,0,0,0.15406293,SUPPRESS,8.36,Expected recovery value (₹8) too low to justify chasing.,,
3243.78,Credit Card,HDFC,expired_card,2,0,333,1,0,0,0,0.15312536,REQUEST_UPDATE,491.7,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1014.07,Wallet,PNB,expired_card,2,1,514,1,0,0,0,0.1520584,REQUEST_UPDATE,149.2,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
661.64,Debit Card,PNB,expired_card,12,1,581,0,0,0,0,0.15028624,REQUEST_UPDATE,94.44,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1287.5,Credit Card,HDFC,expired_card,19,1,705,0,0,0,0,0.15009727,REQUEST_UPDATE,188.25,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
283.34,Wallet,Kotak,expired_card,4,2,522,1,0,0,1,0.14935905,REQUEST_UPDATE,37.32,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
918.43,Credit Card,ICICI,invalid_cvv,8,3,261,0,0,1,0,0.14923768,REQUEST_UPDATE,132.06,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
2405.16,Netbanking,HDFC,invalid_cvv,11,3,372,0,0,1,0,0.1483325,REQUEST_UPDATE,351.76,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
496.04,UPI,IDFC,expired_card,31,1,853,1,0,0,0,0.14653896,REQUEST_UPDATE,67.69,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
1753.31,Credit Card,Kotak,expired_card,23,2,651,0,0,0,0,0.14651863,REQUEST_UPDATE,251.89,Expired Card needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
14743.61,Wallet,ICICI,fraud_block,21,2,783,0,0,0,0,0.14554425,SUPPRESS,2145.85,Low recovery probability (fraud block or exhausted expected value) — not worth pursuing.,,
